profil_id,age,sexe,region,serie_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P01259,19,M,Atsimo-Andrefana,S,10.43,11.3,13.0,10.6,8.0,10.0,9.0,9.4,11.8,10.1,13.0,8.5,10.5,Informatique; Mathematiques; Philosophie; Physique_Chimie,esprit d'analyse; pharmacologie; formulation pharmaceutique; créativité; sens de l'organisation,Agriculture,a participé à un club de sciences naturelles ou d'écologie; s'occupe d'un petit élevage ou d'un jardin potager,Responsable de production pharmaceutique; contribuer au développement de Madagascar,Laboratoire/Recherche,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P01260,18,F,Melaky,C,12.03,14.0,12.7,13.0,9.2,10.4,12.6,10.8,9.8,12.7,14.7,14.5,10.0,Arts; Malgache; Mathematiques; SVT,administration de bases de données; sens de l'observation; autonomie; créativité,Programmation; Robotique,a participé à un club informatique ou de robotique au lycée; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Développeur Full-Stack (Web & Mobile),Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P01261,19,F,Sava,OSE,11.43,8.9,11.4,11.1,11.5,9.0,10.8,12.9,14.3,10.2,12.9,13.8,10.4,Arts; Histoire_Geo; Informatique; Philosophie,droit foncier et minier; esprit d'analyse; autonomie; rédaction d'actes juridiques,Actualité et politique; Débat et droit,a organisé une petite activité commerciale ou un projet associatif; s'intéresse à l'actualité économique et suit des chaînes d'information,Chargé de conformité; créer sa propre entreprise,Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,FIC
P01262,17,M,Haute Matsiatra,S,11.37,11.3,10.3,10.0,11.8,11.6,12.3,12.6,10.2,14.5,13.1,10.1,8.6,Economie; Histoire_Geo; Mathematiques,gestion financière prévisionnelle; persévérance; pilotage et planification de projets; esprit d'équipe; management stratégique; rigueur,Économie; Musique,s'intéresse à l'actualité économique et suit des chaînes d'information,Planificateur stratégique; Responsable suivi-évaluation de projets; avoir un métier stable,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P01263,17,F,Androy,C,10.28,10.7,14.7,9.4,8.5,9.9,11.3,6.6,9.2,9.6,11.7,11.9,9.8,Anglais; Arts; Informatique; Physique_Chimie,sens de l'organisation; aisance relationnelle; créativité; rigueur; maintenance industrielle pluridisciplinaire; conception assistée par ordinateur (AutoCAD),Mécanique; Industrie; Bénévolat associatif,a participé à un club de robotique ou de modélisme; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur en bureau d'études mécanique,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01264,20,F,Sofia,C,13.16,17.6,10.2,11.5,13.4,12.3,15.1,11.7,13.1,12.0,14.3,12.8,13.9,Anglais; Informatique; Mathematiques,sens de l'observation; développement full-stack; curiosité; esprit d'équipe; rigueur,Robotique; Réseaux sociaux,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a participé à un club informatique ou de robotique au lycée,Responsable Business Intelligence,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P01265,19,F,Itasy,S,13.33,16.1,14.7,12.3,14.7,12.8,12.7,12.9,10.1,13.9,14.9,11.6,13.3,Francais; Informatique; Mathematiques; Physique_Chimie,sens de l'organisation; sens de l'observation; machine learning et deep learning; analyse statistique et probabilités appliquées; créativité,Robotique,a monté et dépanné des ordinateurs pour son entourage; a participé à un club informatique ou de robotique au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Data Analyst,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01266,19,M,Atsimo-Atsinanana,D,13.33,16.2,15.8,14.9,10.4,11.2,13.6,12.3,11.8,12.5,14.8,13.1,13.4,Mathematiques; Physique_Chimie; SVT,esprit d'équipe; gestion de laboratoire d'analyses médicales; sens de l'organisation; esprit d'analyse; rigueur; formulation pharmaceutique,Agriculture; Lecture,aide régulièrement dans l'exploitation agricole familiale; a participé à un club de sciences naturelles ou d'écologie; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable de production pharmaceutique; Chercheur en phyto-médicaments,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P01267,18,M,Atsimo-Atsinanana,D,11.38,11.7,13.1,17.3,12.2,12.1,8.7,10.8,10.5,8.5,11.9,8.6,11.2,Francais; Malgache; Physique_Chimie; SVT,transformation agroalimentaire; créativité; esprit d'analyse; normes HACCP et microbiologie; autonomie; biochimie et R&D; esprit d'équipe,Nature; Agriculture; Lecture,aide régulièrement dans l'exploitation agricole familiale; a réalisé un exposé scolaire sur la santé ou la biologie; pratique un sport en club depuis plusieurs années,Chargé de R&D alimentaire; contribuer au développement de Madagascar,Laboratoire/Recherche,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P01268,18,M,Haute Matsiatra,S,10.62,16.3,12.0,7.5,13.3,7.5,5.9,11.6,10.6,12.0,12.8,10.0,7.9,Economie; Francais; Informatique; Mathematiques; Physique_Chimie,persévérance; business intelligence; rigueur,Robotique; Réseaux sociaux et numérique,a monté et dépanné des ordinateurs pour son entourage; a participé à un club informatique ou de robotique au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur Machine Learning; contribuer au développement de Madagascar,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01269,17,M,Anosy,D,12.93,12.9,11.9,10.3,15.4,12.1,15.2,14.8,11.8,13.5,11.4,12.3,13.5,Economie; Francais; Histoire_Geo; Physique_Chimie,conception de produits touristiques; esprit d'équipe; aisance relationnelle; persévérance,Hôtellerie; Cultures du monde; Bénévolat associatif,a effectué un stage d'observation dans un hôtel ou une agence de voyage,Organisateur d'événements (MICE); créer sa propre entreprise,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P01270,18,M,Atsimo-Atsinanana,S,12.13,13.1,12.6,12.3,11.3,12.4,9.6,10.9,14.9,10.5,13.2,10.8,14.0,EPS; Informatique; Mathematiques,créativité; curiosité; esprit d'analyse; développement full-stack; persévérance; administration de bases de données,Technologie; Sport,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; pratique un sport en club depuis plusieurs années,Expert en transformation digitale; contribuer au développement de Madagascar,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P01271,20,F,Ihorombe,A1,12.64,13.9,11.2,13.1,12.5,13.7,9.7,15.0,13.0,15.1,11.8,9.4,13.3,Economie; Histoire_Geo; Mathematiques,rigueur; management stratégique; pilotage et planification de projets; analyse économique et économétrie; esprit d'équipe,Débat et droit; Musique,s'intéresse à l'actualité économique et suit des chaînes d'information; a organisé une petite activité commerciale ou un projet associatif,Chef de projet,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P01272,18,M,Betsiboka,A2,10.93,12.0,12.3,15.8,9.2,9.4,11.1,11.0,7.6,10.2,12.4,11.4,8.7,Arts; Informatique; Mathematiques; Physique_Chimie; SVT,persévérance; productions végétales et animales; esprit d'équipe; sens de l'observation; créativité,Nature; Animaux,a participé à un club de sciences naturelles ou d'écologie,Responsable de production animale,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01273,19,F,Fitovinany,S,12.12,13.8,9.5,12.3,9.2,13.4,12.2,12.2,14.1,13.6,12.1,11.8,11.3,Economie; Mathematiques; Philosophie,esprit d'analyse; business intelligence; traitement de données massives (Big Data); sens de l'organisation; aisance relationnelle; analyse statistique et probabilités appliquées,Technologie; Jeux vidéo; Sport,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a participé à un club informatique ou de robotique au lycée; pratique un sport en club depuis plusieurs années,Data Analyst,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01274,20,F,Betsiboka,D,15.2,17.0,16.8,16.4,15.6,13.6,15.9,15.3,12.7,10.6,20,15.2,13.3,Informatique; Mathematiques; Physique_Chimie,sens de l'observation; sens de l'organisation; rigueur; gestion de projets informatiques; persévérance,Programmation; Lecture,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a participé à un club informatique ou de robotique au lycée,Architecte logiciel; Administrateur de bases de données; travailler à l'international,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",True,IMTICIA
P01275,20,M,Fitovinany,S,9.92,6.9,7.4,10.4,10.9,9.2,11.2,11.8,10.6,10.6,11.4,8.1,10.5,Anglais; EPS; Francais; Informatique,agroécologie et agriculture biologique; créativité; esprit d'équipe; zootechnie et pisciculture,Nature,s'occupe d'un petit élevage ou d'un jardin potager; aide régulièrement dans l'exploitation agricole familiale; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur Agronome; avoir un métier stable,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01276,18,F,Androy,C,10.06,9.7,9.7,8.2,10.9,8.5,11.8,10.3,9.2,13.6,10.0,7.8,11.0,Anglais; EPS; Economie,stratégie marketing et commerciale; analyse financière et gestion budgétaire; négociation et vente internationale; autonomie; créativité,Entrepreneuriat; Actualité et politique,s'intéresse à l'actualité économique et suit des chaînes d'information,Responsable export; Analyste de marché,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P01277,18,F,Diana,A1,14.03,15.0,13.3,13.6,15.3,11.7,10.1,15.8,15.1,18.1,14.4,12.0,13.9,Economie; Francais; Histoire_Geo,machine learning et deep learning; business intelligence; persévérance; rigueur,Jeux vidéo,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Statisticien financier; avoir un métier stable,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01278,20,F,Boeny,OSE,10.46,9.2,8.5,9.1,13.8,8.8,12.2,10.2,10.4,13.9,10.0,11.4,8.0,Anglais; Arts; Economie; Francais; Philosophie,négociation et vente internationale; sens de l'observation; esprit d'analyse,Entrepreneuriat; Bénévolat associatif,a participé à un club de débat ou un simulacre de procès au lycée; a organisé une petite activité commerciale ou un projet associatif,Responsable Marketing; avoir un métier stable,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P01279,20,M,Menabe,D,15.23,14.0,12.4,15.5,19.3,13.2,15.9,13.8,15.6,18.4,15.1,15.1,14.5,Anglais; Economie; Francais,sens de l'observation; négociation et vente internationale; esprit d'analyse; stratégie marketing et commerciale,Actualité et politique; Débat et droit; Bénévolat associatif,a participé à un club de débat ou un simulacre de procès au lycée,Manager de PME/PMI,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P01280,19,F,Atsimo-Atsinanana,Technique,12.21,14.0,16.4,11.6,12.6,11.5,10.1,12.9,11.4,9.5,13.1,11.2,12.2,Informatique; Mathematiques; Physique_Chimie,sens de l'observation; sens de l'organisation; gestion de production industrielle; autonomie,Électronique; Réseaux sociaux,a effectué un stage d'observation dans un atelier ou une usine; a participé à un club de robotique ou de modélisme; pratique un sport en club depuis plusieurs années,Ingénieur en électrotechnique; Ingénieur en maintenance industrielle,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01281,17,F,Vakinankaratra,C,16.27,14.0,13.4,14.8,16.8,16.1,18.0,17.4,15.8,15.9,16.0,19.5,17.6,Anglais; Arts; EPS,esprit d'équipe; esprit d'analyse; accueil et relation client; sens de l'organisation; management hôtelier et restauration; conception de produits touristiques,Voyage; Gastronomie,a effectué un stage d'observation dans un hôtel ou une agence de voyage; participe à des activités associatives ou de bénévolat,Chef de produit touristique; Manager d'agence de voyage; avoir un métier stable,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P01282,20,M,Boeny,A2,12.12,14.4,11.6,10.5,13.7,10.4,16.6,13.3,8.0,12.0,11.3,15.6,8.1,Anglais; Arts; Informatique,conception de produits touristiques; management hôtelier et restauration; autonomie; curiosité; aisance relationnelle,Voyage; Cultures du monde; Sport,pratique l'anglais ou une autre langue étrangère en autodidacte,Directeur d'établissement hôtelier; créer sa propre entreprise,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P01283,17,M,Sava,A1,9.58,11.0,11.0,12.3,10.0,9.5,8.2,9.6,6.6,8.8,7.2,7.8,13.0,EPS; Francais; Mathematiques; Physique_Chimie; SVT,sens de l'organisation; gestion de laboratoire d'analyses médicales; persévérance; curiosité; sens de l'observation; pharmacologie,Environnement,a participé à un club de sciences naturelles ou d'écologie; aide régulièrement dans l'exploitation agricole familiale,Responsable de production pharmaceutique,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P01284,20,M,Amoron'i Mania,A2,10.93,8.3,10.1,17.6,11.2,9.4,10.0,12.1,10.9,10.1,9.5,12.6,9.3,Economie; Francais; Histoire_Geo; Philosophie; SVT,esprit d'équipe; autonomie; développement rural; normes HACCP et microbiologie,Agriculture; Lecture,a participé à un club de sciences naturelles ou d'écologie; aide régulièrement dans l'exploitation agricole familiale,Conseiller agricole; Expert en agri-business; créer sa propre entreprise,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,True,IAA
P01285,17,F,Itasy,OSE,13.19,11.1,12.5,15.5,12.3,16.7,13.5,13.3,12.4,11.3,13.4,13.3,13.0,Anglais; Informatique; Malgache; SVT,"systèmes embarqués et IoT; administration de réseaux (GSM, TCP/IP); autonomie; sens de l'observation; traitement du signal et automatique; aisance relationnelle; persévérance",Technologie; Musique,a monté et dépanné des ordinateurs pour son entourage; participe à des activités associatives ou de bénévolat,Ingénieur système et réseau; contribuer au développement de Madagascar,Mixte/Itinérant,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
